"Class? (MATH 143, PSY 202, etc)",Book Title,Book Author,Edition,Link,ISBN
HLTH 402,Research Methods in Health Promotion,"Salazar, Crosby, DiClemente",2nd,"https://repository.dinus.ac.id/docs/ajar/Laura_F._Salazar,_Richard_A_._Crosby,_Ralph_J_._DiClemente-Research_Methods_in_Health_Promotion-Jossey-Bass_(2015)_.pdf",
HLTH 402,Research Methods In Health Promotion,"Laura Salazar, Richard Crosby, and Ralph DiClemente",2,https://drive.google.com/open?id=1qLSe_ZA52jjOn8TJUHZTzAqVuLq_B9I5,
HLTH 410,Reimagining Global Health,"Paul Farmer, Jim Yong Kim, Arthur Kleinman and Matthew Basilico",,https://drive.google.com/open?id=1YQIf2nsnOsd0O5aMWHSEGvdx0Vu07yxd,
HLTH 434/435,"Planning, Implementing, and Evaluating Health Promotion Programs","James F. McKenzie, Brad L. Neiger, Rosemary Thackeray",8,https://drive.google.com/open?id=1TbBKN2VnxK-4HSeAZNMQ9UIL3wSAG812,
HLTH 443,"Health: The Basics, Thirteenth Edition. Pearson.",Rebecca Donatelle,13th,https://drive.google.com/file/d/1sVDboOgkPSwuFMYvPLw8TM30-7WhkVsJ/view,
HNRS 161,"Designing Your Life: How to Build a Well-Lived, Joyful Life","Bill Burnett, Dave Evans",,https://drive.google.com/open?id=1-TPoToYD72M89WTNbDC9e481CDZ8Kpzv,
HNRS 161,The Upcycle: Beyond Sustainability--Designing for Abundance,"William McDonough, Michael Braungart",,https://drive.google.com/open?id=1evE_JuQhAu_6c7xDOegjRsm6JJJxXYsw,
IME 145,Subtractive Manufacturing Processes for Mechanical Designs Lab Manual,Trian Georgeou,,https://drive.google.com/open?id=17g6xz14q0NJLcG7qlQ9xnZvsJ-vqMAwh,
IME 223,"Work Systems: The Methods, Measurement, and Management of Work",Mikell Groover,1st,https://drive.google.com/file/d/1WRdwQMzrm5uybTPkzuGjI-_AeKo9h9yf/view?usp=sharing,
IME 301,Manegerial Decision Modeling with Spreadsheets,"Balakrishan, Render, Stair",3,https://drive.google.com/open?id=1hMCmsGxsRUKhkWG_3s68Ms95QiERiWL_,
IME 314,Engineering Economic Analysis,Donald G Newnan,13th,https://drive.google.com/file/d/11zMEXgfBPbhNNnq3_S-MXJScMuFs2e1N/view,
IME 326,Statistics for Engineers and Scientists,William Navidi,5,https://drive.google.com/open?id=1qqhjjl9V7kLDdKkox93OhonrazYczFwf,
IME 330,Fundamentals of Modern Manufacturing,Mikell P. Groover,4,https://drive.google.com/open?id=1GonQNfe2psgXXU2FcLZpj1nH2TNOruZp,
IME 372,Data Mining for Business Analytics,"Shmueli, Bruce, Gedeck, Patel",1,https://drive.google.com/open?id=14axLw2DUid0SUpjYrWpVZ60FWZhl8ot5,9781119549840
IME 4030,Engineering Economic Analysis,Don Newnan; Ted Eschenbach; Jerome Lavelle; Neal Lewis,,https://drive.google.com/open?id=1f1uZ161PN54Fr5B6OX8qa9GBuL7vQE4d,
IME 409,Principles of Corporate Finance,"Richard A. Brealey, Stewart C. Myers, Franklin Allen",13,https://drive.google.com/open?id=1GFzSwsbSrx3vn7ZVjHo_O7D4TwCdT_bG,9781260013900
IME 410,Introduction to Materials Management,"Chapman, Gatewood, Arnold, Clive",8,https://drive.google.com/open?id=1L_Wj7TiQlNHFjqcyr1YV6gEv3rFpkqpq,9780134156323
IME 420,The Goal: A Process of Ongoing Improvement,Goldratt and Cox,3,https://drive.google.com/open?id=1RDrcHLhb8Y32rIS8KulYn8PqcPgx1JnQ,
IME 430,Introduction to Materials Management,Stephen N. Chapman JR Tony Arnold Anny K Gatewood Lloyd M Clive,8,https://drive.google.com/open?id=1H3t0OwQYJV1UDzHit3b035E1MnXnd6v4,9780134156323
IME 430,Introduction to Quality Control 8th Edition,Douglas C. Montgomery,8,https://drive.google.com/open?id=132ym0OGxDAc3oGW9TJ4S1guuqUWUz3fr,9781119723097
IME 430,Introduction to Statistical Quality Control,DOUGLAS C. MONTGOMERY,7,https://drive.google.com/open?id=1_W1UNGUWRyqn5Dda0Vp_GIIBflxW9hg0,
IME 450,Fundamental of Modern Manufacturirng,Mikell P. Groover,7,https://drive.google.com/open?id=1XeYCYmV0jKR6uJdUWZY1s0Gfx_nHVdv3,
ISLA 201,Introduction to Interdisciplinary Studies,"Allen F. Repko, Rick Szostak, Michelle Phillips Buchberger",2,https://drive.google.com/open?id=1G9ozDX2jMPwLJ6FGDOb3CyLU6x1jM9O3,9781506346892
ISLA 320,Hollywood Cartoons,Michael Barrier,,https://drive.google.com/open?id=14b6CBNDj6LIuYpU6Poyihz0jxYnLaazb,
ISLA 320,Introduction to Game Analysis,Clara Fernández-Vara,2,https://drive.google.com/open?id=11MwEWDWfQOH8UNokLxQFXrAob0Zmq3a-,
ITP 371,Operations Management Processes and Supply Chains,"LeeJ.Krajewski, ManojK.Malhotra, LarryP.Ritzman",11,https://drive.google.com/open?id=1pdvbK_Ji-QVQMW6wS5rEyB9YSNfbN6C6,
ITP 415,Designing and Managing the Supply Chain,David Simchi-Levi,3,https://drive.google.com/open?id=1IIS8WtTxWjDnNnDaj7IPT0YxeChBRcHx,
Jor 203,Dynamics of News Reporting and Writing,Vincent Filak,2015,https://drive.google.com/open?id=16hHHR5E_BtyRR2tmTD9lGJt2geoveq8T,
JOUR 203,News Reporting and Writing,Melvin Mencher,12,https://drive.google.com/file/d/1mGK6t3RFBbJmbFkJQt1_bP-6FmD9iSLF/view?usp=sharing,
Jour 218,"Digital Media & Society, An Introduction",Adrian Athique,,https://drive.google.com/open?id=1t6cDnPn-YL9w_EUYnvo1MM4EY-Z9u2Up,
JOUR 219,Cross-Cultural Journalism: Communicating Strategically About Diversity,Maria E. Len-Rios & Earnest L. Perry,,https://drive.google.com/open?id=1IQn2kg_z3-UaDDsJAdCsilsXLv8BCaNH,
JOUR 219,"Racism, Sexism, and the Media","Clint C. Wilson II, Felix Gutierrez & Lena M. Chao",,https://drive.google.com/open?id=1jgRsal412arpc4kW2eIOqoyolV2wOxxA,
Jour 228,Media & Culture: Mass Communication in a Digital Age,"Campbell, Martin, Fabos, Becker",13,https://drive.google.com/open?id=1dRl5Nb4P0w6pEsr7WE9q3KeF--DM48eZ,
JOUR 285,The Associated Press Stylebook,Associated Press,55th,https://drive.google.com/file/d/1TVB979f6wo59IEiQ8ouJiX02lufTybYe/view?usp=sharing,
JOUR 302,The Law of Journalism and Mass Communication,Robert Trager,6th,https://drive.google.com/file/d/1e-dVYTvCV056FvzAs_tlcPW8EETjwNtm/view?usp=sharing,9781506363226
JOUR 302,Major Principles of Media Law,Belmas & Overbeck,2023,https://drive.google.com/open?id=1FU8HXO-hEAYyBlqG4plFvX2CVO73L9EG,
JOUR 312,Public Relations,Tom Kelleher,2,https://drive.google.com/open?id=1ry8JINSFJw4DHOuSIdJDZ6BXgqG5V2di,9780190925093
JOUR 333,"Broadcast News Handbook: Writing, Reporting & Producing in a Converging Media World","C.A. Tuggle, Forrest Carr, Suzanne Huffman",4,https://drive.google.com/open?id=1-uElPjPv993_bBeS4cYK2iN503c0ZpOG,9780073511962
JOUR 342,"Strategic Writing Multimedia Writing for PR, Advertising and More","Charles Marsh, David W. Guth, Bonnie Poovey Short",4th Edition,https://drive.google.com/file/d/1a4ql_bN4M3ahhtlRv7rHj37R3vYeAbbU/view?usp=sharing,
JOUR 345,Social Media for Strategic Communication,Karen Freberg,,https://drive.google.com/open?id=1tJPQ0d1OkMghY-uHVtq-CE_FzbpnPtGN,
JOUR 402,The Ethical Journalist: Making Responsible Decisions in the Digital Age,Gene Foreman,2,https://drive.google.com/open?id=13PyHgRe5np9qNgsGSsdrkYlNnebuqpN7,
JPNS 101,Genki Vol 1 Textbook,Banno,3,https://drive.google.com/open?id=164XF-IOYPHJ84V5k03SX9Ln08GCc9nIg,
JPNS 101,Genki Vol 1 Workbook,Banno,3,https://drive.google.com/open?id=1xSlc0uWtKfkL9a-npRmjg6mv7mPSnPOD,
"JPNS 201, 202",Genki Vol 2 Textbook,Eri Banno,2,https://drive.google.com/file/d/1jRoYOnujPKHvPlMQB9rIWLX4L5WeMITr/view?usp=drive_link,
"JPNS 201, 202",Genki Vol 2 Workbook,Eri Banno,2,https://drive.google.com/file/d/1ZKwYAqhIrReN8jGDAZP0XcY1JzZB9YOJ/view?usp=sharing,
KINE 180,Introduction to Kinesiology - Studying Physical Activity,Shirl J. Hoffman,4,https://drive.google.com/open?id=10H23gdsoxtovakBxNI-T5PhSNT6RNZLF,
KINE 180,Introduction to Kinesiology: Studying Physical Activity,"Hoffman, S. J.",5,https://drive.google.com/open?id=1ixTD6XG9BZgbyvRoAD2mskEoSNwrNYpl,
KINE 181,Responding to Emergencies: Comprehensive First Aid/CPR/AED 2017,American Red Cross,,https://drive.google.com/open?id=19yG_KnV1jrXd3AWrwJk0i5bjxxhtg5Hb,
KINE 255,The Spirit Catches You and You Fall Down,"Marchant, J",,https://drive.google.com/open?id=1iDEGc7H1Y9lT21Qk9hOC06J6CsYS0AwE,
KINE 266,Foundations of Sport and Exercise Phycology,Robert S. Weinburg,6th,file:///C:/Users/annag/OneDrive/Desktop/KINE%20266/Foundations%20of%20Sport%20and%20Exercise%20Psychology%206th%20Edition%20with%20Web%20Study%20Guide%20by%20Robert%20Weinberg%20Daniel%20Gould%20(z-lib.org).pdf,
KINE 301,Stiff: The Curious Lives of Human Cadavers,Mary Roach,,https://goodmaisha.files.wordpress.com/2017/04/mary-roach-stiff-the-curious-lives-of-human-cadavers.pdf,
KINE 308,Human Motor Development: A Lifespan Approach,"V. Gregory Payne, Larry D. Isaacs",9th,https://www.taylorfrancis.com/books/human-motor-development-gregory-payne-larry-isaacs/10.4324/9781315213040,9781315213040
KINE 310,Children Moving,George Graham,10th,https://drive.google.com/file/d/1hmQKXgpORBf27j7f9R5Gd-gXqSpDmtsj/view?usp=sharing,
KINE 312,Motor Learning and Control - Concepts and Applications,"Richard Magill, David Anderson",11th,https://cloudflare-ipfs.com/ipfs/bafykbzacebmuutjznpwoqgvdp6tur4mdisqankqldmalsdegiqfevkzskghnq?filename=Richard%20A.%20Magill%2C%20David%20Anderson%20-%20Motor%20Learning%20and%20Control_%20Concepts%20and%20Applications-McGraw-Hill%20Education%20%282016%29.pdf,
KINE 312,Motor Learning and Control: Concepts and Applications Edition: 11th,Richard A. Magill,11,https://drive.google.com/open?id=1K9mUvwoti2zRoUCF6ZtGezL00yqvrdGZ,
KINE 402,Motor Learning and Control: Concepts and Applications,Richard Magill and David Anderson,10,https://drive.google.com/file/d/0B5L-wUPJ-YyaUTN4N25OUnJzM1U/view?usp=sharing,
KINE 443,Health: The Basics,Rebecca J Donatelle,13th,https://libgen.lc/search.php?&req=9780134709680&phrase=1&view=simple&column=def&sort=extension&sortmode=DESC,9780134709680
KINE/HLTH 250,Health: The Basics,Rebecca J. Donatelle,"MH Edition, same as 12? I think?",https://drive.google.com/file/d/1I4j75rwG7cIMZJZIIWHSrlpzcIq9CL0d/view?usp=sharing,
LA 101,Landscape Architecture: An Introduction,Robert Holden and Jamie Liversedge,,http://bit.ly/1w7v4wn,
LA 212,Landscape Design: A Cultural and Architectural History,Elizabeth Barlow Rogers,,https://drive.google.com/file/d/1aODDVS0_7_eDfZWFVa3Ap10XoiF4_4CO/view?usp=sharing,
LA 220,Elements of Ecology,"Thomas M. Smith, Robert Leo Smith",8,https://drive.google.com/open?id=194bEGCo1NHXgcJvTWEiEQRIoQqLtjdJF,
LA 241,Site Engineering for Landscape Architects,Steven Strom,6th,https://ebookcentral.proquest.com/lib/calpoly/detail.action?docID=1876176,
LA 241,Site Engineering for Landscape Architects 6th Edition,Steven Strom,6th,https://ebookcentral.proquest.com/lib/calpoly/detail.action?docID=1115640&query=Site+Engineering+for+Landscape+Architects%09Steven+Strom,
LS 255,All American Boys,"Jason Reynolds, Brendan Kiely",,https://drive.google.com/open?id=13mzdxfQjSh4dkq8oJN6n_7btikFplV8Q,
"LS 201, 301","Those Who Can, Teach","Kevin Ryan, James M. Cooper, Cheryl Mason Bolick",14,https://drive.google.com/open?id=1fFWP4ek19Rderm8BMUMS8xlIyh-rbcjZ,
LS 255,Children’s Books in Children’s Hands,"Charles Temple, Miriam Martinez, and Junko Yokota",4,https://drive.google.com/open?id=1wFbxwChhX7I2SzLk6q1sFFJ29FLmRw3E,
LS 255,Esperanza Rising,Pam Munoz Ryan,,https://drive.google.com/open?id=1gW26R4LhgIqdIqCpmJ0f1YiwISKbEMf5,
LS 255,Pashmina,Nidhi Chanani,,https://drive.google.com/open?id=1wDzZ4pvRdKMuqWuv1UAh_oEQT_x8pzH4,
LS 310,Story Factor,Annette Simmons,,https://drive.google.com/open?id=196BETlVi2xz7iNqfeaTNULB5TAUXDWNG,
MATE 210,"Material Science and Engineering, an Introduction",Callister,7,https://drive.google.com/open?id=1OuuJ_z6ctnPyA3d2vQXrG8_Xh-ENeRO-,9780471736967
MATE 210,"Materials Science and Engineering, and Introduction","William D. Callister, Jr. David G. Rethwisch",9,https://drive.google.com/open?id=1a-5sKlL3LWolw10YbL-Zg0mb4PrIWWZM,9781118324578
MATE 210,Materials Science and Engineering: An Introduction,Callister,8,https://drive.google.com/file/d/1JVdJFFXvqt7Ij_cVpr93N-MUzN3r99EI/view,9780470419977
MATE 225,Materials Characterization,Yang Leng,1,https://drive.google.com/open?id=1TxsexznyKfx9Molfm79wSeLCBqxWury7,
MATE 232,Materials Chemistry,Bradley D. Fahlman,2nd,https://link-springer-com.ezproxy.lib.calpoly.edu/book/10.1007%2F978-94-007-0693-4,9789400706934
MATE 232,Understanding Materials Science,Rolf E. Hummel,2nd,https://link-springer-com.ezproxy.lib.calpoly.edu/book/10.1007%2Fb137957,9780387209395
Mate 280,Introduction to the Thermodynamics of Materials,David R. Gasket,4th edition,https://www.eng.uc.edu/~beaucag/Classes/AdvancedMaterialsThermodynamics/Gaskell%204th%20Edition.pdf,9781560329923
MATE 280,Introduction to the Thermodynamics of Materials,David R. Gaskell,6,https://drive.google.com/open?id=1lYiyX2g3j6JCKcTzzxnxYEbunJ0BkV_U,9781498757003
MATH,Applied Partial Differential Equations,Logan,3,https://drive.google.com/file/d/1s1hCl_k4bZfm9bIC0TP4u2-atU1Fzqxq/view?usp=sharing,9783319124926
Math 116,"Precalculus: Functions and Graphs, Custom Edition for Cal Poly",Mark Dugopolski,4th,https://www.vitalsource.com/products/precalculus-mark-dugopolski-v9780321849120?duration=180&gclid=Cj0KCQiAvebhBRD5ARIsAIQUmnlrysW4ODFwZsm26Dx48llIlKj_BgZMajdp663CQbAHicawfu_bU5waAnafEALw_wcB,9780321849120
Math 118,,,,https://goo.gl/YMgHGR,
Math 118,,,,https://goo.gl/YMgHGR,
MATH 118,"Precalculus, Mathematics for Calculus","James Stewart, Lothar Redlin, Saleem Watson",7,https://drive.google.com/open?id=1RxPrS4biGD8wgQZFmbfYZrwpzlkp3gpe,9781305071759
MATH 118,Precalculus,Cohen,7,https://drive.google.com/open?id=1FS6eOSRraEJzfnZ4uHg4nVvT7Xk9C8oH,9780840069429
Math 141,calculus,james stewart,8th edition,https://vk.com/doc399904795_491120607?hash=b7e8fd777fbf2b5222,9781285740621
MATH 141,Calculus,James Stewart,7th,https://drive.google.com/file/d/1eVfJnCKRWxoBvk0VuAeH9iIi9RiJjYwU/view?usp=sharing,9780538497817
Math 141,Calculus,James Stewart,7th,https://drive.google.com/file/d/1lBxRiRdsLRH31u17kgc9ph8mlR4-NIZB/view?usp=sharing,9780538497817
MATH 141,Calculus 8th Edition,James Stewart,8,https://drive.google.com/open?id=1R9gKYJ-DGNRKisZTYQn02v2djyuYkWqR,9781285740621
MATH 141,Single Variable Calculus,Stewart,8,https://drive.google.com/open?id=1H7wjA-GSqrjWgMec-9VEEOC4U7ylGFB6,9781305266636
Math 141,Calculus 8th edition,James Stewart,8th,https://drive.google.com/file/d/1qK1IekcmcFOznu6AHoQcuro_lfAT0q8y/view?usp=sharing,9781285740621
Math 141 (the current link isn't working anymore),Calculus 8th Edition,James Stewart,8,https://drive.google.com/open?id=1swFWbOOo9sLB6OS0LZektOEzRX1Yppi6,9781285740621
"MATH 141, 142, 143, 241",Thomas Calculus,Thomas,12,https://drive.google.com/file/d/1-fm6lXlRvLeMWKAL219r9u0iYoySWQ-6/view?usp=sharing,9780321587992
"MATH 141, 142, 143, 241",Thomas Calculus SOLUTION MANUAL,Thomas,12,https://drive.google.com/file/d/1o9KEKDN-Gl7T1_Xyv6THQe5DrrhcNF1a/view?usp=sharing,
MATH 142,Calculus 8th edition,James Stewart,8th,https://drive.google.com/file/d/1cxD3bzLme9fGRHUfsK5jVbSzg45synOX/view?usp=sharing,9781285740621
MATH 143,Calculus 8th Edition,James Stewart,8th,"Pls update, Row 359 is labeled as just for MATH 142, also applies to 143",9781285740621
MATH 143,Full Solutions Calculus 8th Edition,James Stewart,8,https://drive.google.com/open?id=1M2HeE_yhKS90rzM3c2wHVpErtV-tsoGz,
MATH 143,Solutions c1-c11 Calculus 8th,"Stewart, James",8,https://drive.google.com/open?id=1aV7zkjtvL9RNIhm4F2VrjxboxpuEVa_B,
MATH 143,Solutions c10-c17 Calculus 8th,"Stewart, James",8,https://drive.google.com/open?id=1GQz4kcvxZO1fzA3eEkbzPlSk4GW1msT-,
MATH 143,"Stewart, Calculus, 8th edition, Cengage.",James Stewart,8,https://drive.google.com/open?id=1eVfJnCKRWxoBvk0VuAeH9iIi9RiJjYwU,9781285740621
"MATH 161, 162",Biocalculus: Calculus of the Life Sciences,Stwart and Day,1,https://drive.google.com/file/d/1eKs7OPgzlSnB7v8m7xSqLsBQVBMLGUhF/view,9781285842523
"MATH 161, 162",Biocalculus: Calculus of the Life Sciences SOLUTION MANULAL,Stwart and Day,1,https://drive.google.com/open?id=0B_gnHApww7jAMFYxMzJLMTRaWHgxTTYtVTVxZnNaTEZvbXR3,
MATH 162,Biocalculus: Calculus for the Life Sciences,"Stewart, James and Day, Troy",1,https://drive.google.com/open?id=16NLRdyw1xMDY7m3T788xRGx7sGn1EhN-,9781285842523
MATH 206,Elementary Linear Algebra,H. Anton and A. Kaul,12,https://drive.google.com/open?id=18cAGmpc18G6v5yczI7YQKazOIYysrNqx,9781119268048
MATH 206,Linear Algebra and Its Applications,Lay,6,https://drive.google.com/open?id=1UsbQ_bKcR2VN13hVJI8wOYXgOIRoyopq,9780135851258
MATH 206,Linear Algebra with Applications,Otto Bretscher,5,https://drive.google.com/open?id=1yAQ4qSpqOdqaWKCeYKUrzTexYpandPah,9780321796974
MATH 206,Linear Algebra with Applications SOLUTION MANUAL,Bretscher,5,https://drive.google.com/open?id=1dGR0s3ByDv8jEze35eyQ7bn0u08k0WnI,
MATH 206,Linear Algebra and it’s Applications,Lay,5,https://drive.google.com/open?id=1fq9G2lHyQUUiYy132gcRl305UWZGIwHM,9780321982384
MATH 206,Linear Algebra and it’s Applications SOLUTION MANUAL,Lay,5,https://drive.google.com/file/d/1Qyh4T3KMASEbWBv8J5xtY06tTXRzT9fZ/view?usp=sharing,
MATH 206,Linear Algebra with Applications,Otto Bretscher,5,http://gen.lib.rus.ec/book/index.php?md5=B695F15487801F071E46FC80E4355135,9780321796974
MATH 221,"Applied Calculus for the Managerial, Life and Social Sciences",Soo T. Tan,8,https://drive.google.com/open?id=1YTIXs7XP21vmOawVam3f05FPlGyEq_Y7,9780495559696
MATH 221,"Applied Calculus for the Managerial, Life, and Social Sciences",Soo T. Tan,10,https://drive.google.com/open?id=19QrPSFIMcclRj5eCm-oiJHQw7GQic9zg,9781285464640
MATH 221,"Tan, Applied Calculus For the Managerial, Life, and Social Sciences, (9th ed) 2012",Soo T. Tan,9,https://drive.google.com/open?id=1iRybagRuseaaXFttuIUhBVErkc0TRv6a,9781133607717
"MATH 227, MATH 328, MATH 329, & MATH 330",Reconceptualizing Mathematics For Elementary School Teachers,"Judith Sowder, Larry Sowder, Susan Nickerson, & Ian Whitacre",4,https://drive.google.com/open?id=1eyoivQDZ6cwUGDZonPz32fPRPBj5QlWI,
MATH 241,Calculus,James Stewart,8e,https://drive.google.com/file/d/1eVfJnCKRWxoBvk0VuAeH9iIi9RiJjYwU/view,9781285740621
MATH 242,Elementary Differential Equations and Boundary Value Problems,"William E. Boyce, Richard C. DiPrima, Douglas B. Meade",11th,http://31.42.184.140/main/2103000/c07aae2722d277cd3acdf0da2eb3c942/William%20E.%20Boyce%2C%20Richard%20C.%20DiPrima%2C%20Douglas%20B.%20%20Meade%20-%20Elementary%20Differential%20Equations%20and%20Boundary%20Value%20Problems-Wiley%20%282017%29.pdf,9781119443766
MATH 242,Differential Equations with Boundary-Value Problems,John Polking,2,https://drive.google.com/open?id=1glUFW706vpD3FsKZMCiRHxWGnZjJ2Ahv,
MATH 242,Elementary Differential Equations & Boundary Value Problems,"Boyce, DiPrima, Meade",12,https://drive.google.com/open?id=174vBLk0cv8OWepyARN2-lNt5QB05Ldvm,9781119802686
Math 242,Elementary Differential Equations and Boundary value problems,"Boyce, DiPrima and Meade",12,https://drive.google.com/open?id=1QKMghnIZeoUwM4ZtGerdpIZ9js-SJ7lf,9781119802686
MATH 242,Elementary Differnetial Equations and Boundary Value Problems,"Boyce, Diprima",10,https://drive.google.com/file/d/1j9aRuLXf8ojRkmdrLL_HMvweQ36kJo34/view?usp=sharing,9780470458310
Math 244,Differential Equations and Linear Algebra,"Goode S.W., Annin S.A.",4th Edition,"http://213.230.96.51:8090/files/ebooks/matematika/Goode%20S.W.,%20Annin%20S.A.%20Differential%20equations%20and%20linear%20algebra%20(4ed.,%20Pearson,%202017)(ISBN%209780321964670)(O)(871s)%20MCde%20.pdf",9780321964670
MATH 244,Differential Equations & Linear Algebra (w/ bookmarks!),"Stephen W. Goode, Scott A. Annin",4,https://drive.google.com/open?id=1X0NdEQ5bg2tWE_Md2DSHI_TDiGbqTa5s,9780321964670
MATH 244,Differential Equations and Linear Algebra,"Stephen W. Goode, Scott A. Annin",4,https://drive.google.com/open?id=1XApOs1VGKzuuWhFvIjXLetRQvhIjIcwl,9780321964670
MATH 244,Differential Equations and Linear Algebra Solution Manual,Stephen W. Goode and Scott A. Annin,4,https://drive.google.com/open?id=1GpGownIp0pL5EtML9UMofOYMDYJomDrU,
MATH 244,Differential Equations and Linear Algebra,"Goode, Annin",4,https://drive.google.com/open?id=0B5BwSUpZm2NXVmluQ1JuSmZWNkE,9780321964670
MATH 244,Differential Equations and Linear Algebra SOLUTION MANUAL,Stephen W. Goode and Scott A. Annin,4,https://drive.google.com/open?id=10ZQKvRrHO2uaszwA4-UUhsuQnZITDRow,
MATH 248,Book Of Proof,Richard Hammack,3,https://www.people.vcu.edu/~rhammack/BookOfProof/Main.pdf,9780989472128
MATH 248,A TeXas-Style Introduction to Proof,Ron Taylor and Patrick X. Rault,,https://drive.google.com/open?id=1KFvu8fuYrOi0prVcwr0A4Is8YpiDYAX4,9781939512130
Math 248,Mathematics: A Discrete Introduction,Edward Scheinerman,3,https://drive.google.com/open?id=1YklfHpDJ-qd0V0rnkmpJlW10opM1v8Sj,9780840049421
MATH 248,An Introduction to Abstract Mathematics,"Robert Bond, William Keane",1,https://drive.google.com/file/d/1w6M6Gy6Q861RJNVOeW-QbsES-bKmjQ2Y/view?usp=sharing,9781577665397
MATH 248,"Reading, Writing, and Proving",Daepp,2,https://drive.google.com/open?id=1j0I8h_Zy4NrA8pFzLt8C7UqFPOpFyYbj,9781461429159
MATH 304,Vector Calculus,Marsden & Tromba,6,https://drive.google.com/open?id=1kWCZxInqVg91r9xICW6C77vsA-3ADM5t,9781429215084
MATH 304,Vector Calculus,"Jerrold E. Marsden, Anthony Tromba",6,https://drive.google.com/open?id=1SuxodnB15zJTYpJh7g4pitTJKsW55Kgt,9781429215084
Math 304,Colley Vector Calculus Fourth Edition Solutions,Susan Jane Colley,Fourth Edition (Solutions),https://mgmt027.files.wordpress.com/2016/01/colley-vector-calculus-4th-edition-solutions-math-10a.pdf,
Math 304,Vector Calculus,Susan Jane Colley,Fourth Edition,https://www.u-cursos.cl/ciencias/2015/1/MC-330/1/material_docente/bajar?id_material=1082333,9780321780652
MATH 304,Vector Calculus,Marsden and Tromba,6th,https://drive.google.com/file/d/15IyZLvqal2SkgSqRvKZmDJfxCw_xJ42D/view,9781429215084
Math 306,Linear Algebra,Stephen H. Friedberg Arnold J. Insel Lawrence E. Spence,5,https://drive.google.com/open?id=1hcgSVm1J_StEcbR50ko7po56DHLec4RS,9780134860244
MATH 306,Linear Algebra Done Right,Sheldon Axler,3,https://drive.google.com/open?id=1tsMyTmIDjXNkBvNxy3dRyylch9pXKZoT,9783319110790
MATH 306,Linear Algebra Done Right SOLUTION MANUAL,Sheldon Axler,3,http://linearalgebras.com,
MATH 334,"Combinatorics, A Guided Tour",David R. Mazur,1,https://ia802903.us.archive.org/5/items/X89SQUJ89SUJ89JX9Q8J/%5BDavid_R._Mazur%5D_Combinatorics_A_Guided_Tour%28BookZZ.org%29.pdf,
Math 334,"Combinatorics, A Problem Oriented Approach",Daniel A. Marcus,1,https://drive.google.com/open?id=1Q8LpyXuTDupq78QUDuBANG7_4rEdC8My,9780883857106
Math 336,Combinatorics: A Problem-Oriented Approach,Daniel Marcus,,https://drive.google.com/open?id=1yrA1ZDAezRK7_nh9vcBqO5QXNlg36nDL,9780883857106
MATH 336,Count on it,Tony Mendes,1,https://drive.google.com/open?id=149bLwjCsSnaTVg1GgF5i8ajt-EhVMZJt,
MATH 341,Elementary Number Theory,Burton,7,https://drive.google.com/open?id=1AmhNqUloYh4LNyYLimfaCTQG9KLNWLH9,9780073383149
Math 344,Differential Equations and Linear Algebra,Stephen W. Goode Scott A. Annin,4th,https://cloudflare-ipfs.com/ipfs/bafykbzacea2iuhiuzdaxs5m7qfvty4pbifvqdkv2k5mf6mx5wbckfbybg35aw?filename=Stephen%20W.%20Goode%2C%20Scott%20A.%20Annin%20-%20Differential%20Equations%20and%20Linear%20Algebra-Pearson%20%282015%29.pdf,9780321964670
Math 344,Differential Equations and Boundary Value Problems,Boyce and DiPrima,10,https://drive.google.com/open?id=1uWxqenTmrRjARX7UBKn0No87dloe6-2Z,
MATH 408,Basic Complex Analysis,Jerrold E. Marsden and Michael J. Hoffman,3,https://drive.google.com/open?id=1GQJsZti6KxfgF4RZGvCRJw4JXYF0D8QG,9780716728771
MATH 412,Understanding Analysis,Abbott,2,https://drive.google.com/file/d/1gQyFghtT0eyF2yTgnfhwppuD-nG_sraL/view?usp=sharing,9781493927111
Math 414,Volterra Adventures,Shapiro,,https://drive.google.com/open?id=1QluIj5K_6o24J4D_AT_YU7du-Fs0SSdy,
MATH 416,An Introduction to Dynamical Systems: Continuous and Discrete,R. Clark Robinson,2,https://drive.google.com/open?id=1equY9Zvw7boaWwc5Yy5wOjGExsKmsUgp,9780821891353
MATH 419,Journey through Genius,William Duhnam,,https://drive.google.com/open?id=1eKDHE-BWXZErgCa0rwWBgKRV9jSeIgn0,
MATH 419,"Journey Through Genius, the Great Theorems of Mathematics",William Dunham,,https://drive.google.com/open?id=1j3m5-XDEtBt90cUIinfU1fYxhy_SC19y,
MATH 419,Math Through the Ages (Chapter 1),William P. Berlinghoff,,https://drive.google.com/open?id=1arEXwkg1irZLrhpLK_rKUBWjZxYMfMq7,
MATH 419,"Math Through the Ages, a Gentle History for Teachers and Others (Missing Part of Chapter 1)",William P. Berlinghoff,,https://drive.google.com/open?id=1k7kV5OUUXWCNtVM7apBUACb0trEVeoHm,
MATH 437,Playing For Real,Ken Binmore,2,https://drive.google.com/open?id=1L1HQ1oAzNkQWaca8U8XLSrWqX-MT0nq-,
Math 440,Topology,Munkres,2,https://drive.google.com/open?id=1mZrQ1bmQOF4JSRagd7TI6SHi3SXLxyvM,9780131816299
